area,buildtime,room_num,hall_num,floor,dire,exemption of business tax,exemption of double tax,quality education,distance,loc,price
117,2002,2,2,3,2,0,1,1,936,88,45299
91.29,2013,2,2,3,2,0,1,1,5000,61,39069
67.8,1996,2,1,2,1,0,1,1,5000,103,46460
49.71,1981,2,1,3,1,1,0,0,495,11,66385
68.79,2013,2,2,1,2,0,0,1,526,92,59311
61.6,2007,1,1,2,1,0,1,1,610,33,45455
149,2017,3,2,2,2,1,0,0,746,28,125839
93.4,2005,3,2,2,1,0,1,1,5000,45,39829
205,2005,3,2,2,1,0,1,0,783,25,123171
134,2004,3,2,2,2,0,1,0,489,125,61791
41.6,1993,1,1,3,1,0,1,1,359,169,51923
108.7,1996,3,2,2,1,0,0,1,5000,80,51978
163.52,2002,3,2,2,2,0,1,0,485,146,96624
83.48,2009,2,2,2,2,0,0,0,5000,59,41926
122,2004,3,2,2,2,0,1,1,307,54,36885
108.93,2005,3,2,3,2,0,1,1,1055,24,42229
55.49,2005,1,1,1,8,1,0,0,330,131,103802
42.27,1994,1,1,3,1,0,1,1,1138,34,75231
138.42,2010,3,2,2,1,0,0,0,496,86,115590
125.3,2014,3,2,3,2,1,0,1,643,12,32721
83.84,2014,3,1,1,2,0,1,0,5000,22,28626
106.38,2005,2,2,3,1,0,0,1,557,48,82252
66,2018,2,1,2,2,0,1,0,5000,7,14848
81.23,2015,3,1,1,4,0,1,0,5000,22,26837
92.86,2004,2,2,2,1,0,0,1,609,19,27461
51.99,1997,1,1,3,1,0,1,1,834,141,46547
146.61,2017,3,2,3,1,1,0,0,5000,61,46382
107.98,2005,2,2,1,1,0,1,1,183,121,97240
37,2010,2,2,3,2,0,1,0,5000,138,22432
76.14,2014,2,2,3,2,0,1,0,5000,33,30208
64.96,1999,3,2,3,1,0,1,1,668,31,43103
197.23,2006,4,2,3,2,0,1,1,367,19,27886
95.9,2015,3,2,2,1,1,0,1,5000,12,41710
118,2017,3,2,1,2,0,0,0,5000,97,48136
101,2003,3,2,3,2,0,1,1,705,42,80000
65,1989,3,1,3,1,0,1,1,690,11,75385
73.23,1996,2,1,2,1,1,0,0,100,40,48477
151.34,2006,2,2,3,2,1,0,1,439,13,158583
139,2002,3,2,3,2,0,1,0,1003,34,38130
138,2003,3,2,2,2,0,1,0,227,91,41304
83.4,2014,2,2,1,2,1,0,0,591,36,31175
94.8,2000,3,2,3,1,0,0,1,908,127,62025
151.7,2006,3,2,1,2,0,1,0,721,6,62624
106,2009,3,2,3,2,0,0,1,455,101,42925
53,1997,2,1,3,2,0,1,0,5000,27,46415
156.3,2002,3,2,2,1,0,0,1,200,133,94050
82.06,2015,2,2,2,2,1,0,1,5000,47,19254
98.81,2007,2,2,3,1,0,1,0,605,46,74689
109,2018,3,2,2,2,1,0,0,677,86,100917
91.8,2008,2,2,2,2,0,1,0,984,85,39760
96,2008,2,2,2,2,0,1,1,5000,61,34965
142.6,2011,3,2,1,1,1,0,1,1049,53,79243
106,2005,3,2,1,1,0,0,1,5000,115,44340
87.73,2009,2,2,2,2,1,0,1,588,79,106577
76,2005,2,1,3,1,1,0,1,1065,49,44737
61.5,1993,2,1,2,2,0,1,1,819,144,33821
310,2015,4,2,2,2,1,0,0,5000,69,80000
109,2007,2,2,3,2,0,1,1,227,30,61284
58,1992,2,1,2,1,0,1,1,5000,71,45690
87.9,2015,3,2,3,2,1,0,1,607,96,29352
43.41,1992,1,0,3,1,0,1,1,559,174,105966
53.3,1994,1,1,3,1,1,0,1,406,11,79737
37.55,1983,1,1,3,1,0,1,0,1091,51,66312
71.69,1997,2,1,3,1,1,0,1,5000,172,26364
336,2015,5,3,2,2,1,0,0,56,110,89286
79,2008,2,1,2,2,0,1,1,722,54,51899
89.7,2011,2,2,1,1,0,1,0,412,60,34337
226,2009,4,2,3,2,0,1,1,5000,39,19912
394.4,2008,4,2,3,2,0,1,0,694,25,202840
70,2013,2,1,1,1,0,0,1,5000,26,45143
119,2007,3,2,2,2,0,1,1,627,23,28571
143,2005,3,2,1,1,0,0,0,5000,36,41748
241.7,2003,4,2,1,1,1,0,0,989,25,86885
67.95,2012,2,2,3,1,0,1,0,883,81,38263
74.6,2006,2,2,1,2,0,1,1,5000,61,30831
72,2008,2,2,2,2,0,1,1,5000,61,34861
130.1,2006,3,2,3,2,0,0,0,933,37,69178
54.13,1985,2,1,2,2,0,1,1,309,140,64659
84.1,2013,2,2,3,2,0,1,0,5000,33,28300
93.4,2015,3,2,3,2,1,0,0,838,30,63169
89,2002,2,2,3,2,0,1,0,1105,71,51461
68.7,2014,2,1,1,1,0,1,1,924,19,32460
147,2005,3,2,2,1,1,0,0,262,15,71429
111.8,2008,3,2,3,2,1,0,1,597,33,42039
71,1996,2,2,3,1,0,0,0,737,63,41972
47,1985,2,1,1,1,0,1,0,5000,155,8511
42,1996,1,1,1,1,1,0,1,454,99,42381
62.39,2004,2,1,3,1,0,0,1,5000,65,48886
82.96,2009,2,1,1,1,0,1,1,554,54,59065
102,1997,2,2,2,1,1,0,0,1057,88,75490
34.5,1993,1,1,1,1,0,1,1,453,26,53623
51,1989,2,1,2,1,1,0,1,5000,114,14314
144.36,2012,2,2,1,1,1,0,0,978,25,121225
247,2011,4,2,2,2,0,0,0,5000,52,121417
90,2005,4,2,3,2,0,1,1,401,125,55556
224,2004,4,2,1,1,0,1,1,1086,79,101786
85.37,2001,2,2,3,7,0,1,0,989,25,117020
78,2004,2,2,1,2,0,1,1,984,144,37179
62.2,1990,2,1,2,2,0,1,1,815,105,65916
72.52,1997,2,1,2,2,0,1,1,1009,73,62052
48.4,1996,1,1,1,1,0,1,1,775,42,49587
79,2011,3,2,2,2,0,1,1,748,23,44051
76,2010,2,2,3,1,0,1,1,5000,61,30000
62,2008,1,1,3,1,0,1,1,614,8,80645
138,2006,3,2,2,1,0,1,1,325,100,79710
172.13,2014,3,2,3,1,0,0,1,885,101,48219
598,2005,4,3,1,3,1,0,0,492,25,314381
88.3,2010,3,2,2,3,1,0,0,5000,9,47565
54.27,2010,1,1,1,1,0,0,1,5000,9,39985
105.97,2006,2,2,1,2,0,1,0,468,150,73606
89.6,2013,3,2,2,2,0,1,0,5000,12,41853
51.46,1991,2,1,3,1,0,1,0,383,2,46444
134.15,2004,3,2,1,1,0,1,1,750,113,63362
44.4,1995,1,1,3,1,0,1,1,785,8,60811
298,2004,5,2,3,2,0,0,1,1049,53,97315
77,2013,2,1,2,2,0,1,0,5000,33,25325
93.44,2014,2,2,1,2,0,0,1,296,162,36387
41,2014,2,1,2,2,0,1,1,730,66,24146
136,2016,3,2,3,1,0,0,0,5000,62,52794
86,1996,3,1,2,10,0,0,0,5000,10,19302
102.8,2015,3,2,2,2,0,1,0,193,40,76362
125.5,2015,3,2,3,2,0,1,0,5000,62,51793
85,2012,2,2,2,1,0,1,0,5000,9,31765
89,1997,2,1,1,1,0,1,0,5000,71,47191
115.6,1999,3,2,2,2,0,1,1,106,4,56920
138.94,2005,3,2,2,2,0,1,0,5000,175,55779
54.5,2010,1,1,2,1,0,0,0,5000,33,30826
118.62,2010,3,2,1,1,0,0,0,232,171,60698
97.54,1996,3,1,2,2,0,1,0,5000,59,32807
99,2009,2,2,3,2,0,1,0,415,17,75758
127,2012,3,3,2,1,1,0,1,5000,39,25197
92,1995,2,2,1,2,0,1,0,705,88,46739
96.67,2008,3,1,1,2,0,1,0,5000,59,39309
54,2007,2,1,1,2,0,1,0,5000,59,44815
133,2004,3,2,3,2,0,1,1,5000,41,81203
74.19,1997,2,1,3,2,0,0,0,793,127,45559
136,2005,3,2,2,1,0,1,1,711,27,52941
87,2000,2,2,3,2,0,1,1,431,102,35632
106,2014,3,1,3,1,0,0,0,5000,71,101981
78,2017,2,2,1,2,1,0,0,5000,57,38462
37.38,1994,1,1,3,1,0,0,1,367,131,93365
33.29,1984,1,0,2,1,0,0,0,637,131,71793
53.6,2012,1,1,2,2,0,1,0,876,32,41045
61.6,2007,1,1,2,1,1,0,1,860,33,44643
214,2006,5,2,3,2,0,1,1,921,41,64486
63.64,1993,2,1,3,1,0,1,1,269,75,46354
76.67,2008,2,2,2,1,0,0,1,642,9,44085
103.97,2001,3,2,1,1,0,1,0,873,120,67135
89,2012,3,2,3,2,0,1,1,662,77,33708
143,2006,3,2,2,1,1,0,1,455,101,41608
115.19,2008,2,2,1,1,0,1,1,634,42,86726
43.13,2001,1,1,1,1,0,1,1,724,42,54486
74.87,1994,2,1,2,1,0,1,0,1025,112,33391
222.18,2006,4,2,2,1,0,0,1,358,13,88667
37.83,1991,1,1,3,8,0,1,1,942,51,103093
103,2001,2,2,1,1,0,1,1,292,28,76699
50,1995,1,1,2,1,0,1,1,897,62,36400
139,2015,3,2,2,2,0,1,1,5000,61,41727
88,2012,3,2,2,2,0,1,0,528,70,27841
82.44,2007,1,2,3,8,1,0,0,479,15,73993
116,2004,3,2,1,2,1,0,1,5000,5,60345
289.1,2015,4,2,3,2,1,0,0,337,13,152196
142.27,2004,3,2,2,2,0,1,0,471,131,89970
49.2,1985,2,0,1,1,0,1,1,5000,76,29878
98.2,2015,2,2,2,1,1,0,1,5000,61,40275
53,1991,2,2,3,2,0,1,1,249,44,43962
99.57,2007,2,2,1,1,1,0,1,5000,19,28924
130.47,1990,2,2,2,1,1,0,1,747,144,63616
126.13,2006,3,2,3,2,0,0,1,398,106,127646
110,2005,3,2,3,2,0,1,0,5000,115,49818
76.2,2009,2,2,2,3,0,1,0,5000,33,31234
89.17,2009,3,1,3,1,0,1,1,543,19,37008
138,1996,3,2,2,2,0,1,1,345,6,46739
178.62,2005,4,2,2,2,0,0,0,1088,78,66062
139,2002,3,2,3,2,0,1,0,1003,34,38130
161,2009,4,2,2,2,0,1,1,5000,43,23602
81.36,1999,2,2,1,1,0,1,0,1184,51,64528
82.12,1997,2,1,2,1,0,0,0,1075,34,41403
66.21,1993,2,1,1,2,0,0,1,1079,145,51805
78.68,2005,2,2,1,2,1,0,1,908,33,42959
56.4,2010,1,1,2,1,1,0,0,5000,33,26596
82.14,2015,3,2,2,2,1,0,0,5000,9,30923
81,2011,2,2,2,1,0,1,0,5000,103,50000
150.3,2002,3,2,3,1,0,1,1,381,6,65203
142.08,2003,3,2,2,2,0,1,0,310,15,84459
67.71,2013,2,1,2,1,0,0,0,5000,54,41057
93.37,2005,2,2,1,1,0,1,1,5000,5,70687
70.7,1997,2,1,1,1,0,1,0,5000,5,39604
68,1997,2,1,3,1,0,1,1,887,52,35294
57.5,1996,2,1,3,1,0,1,0,992,11,55652
64.71,1998,2,1,2,2,0,1,0,1047,24,44815
78,2006,2,1,1,1,0,1,1,706,108,38205
90.55,2014,2,2,3,1,0,0,0,323,48,75097
89.73,2014,2,2,2,1,1,0,0,5000,22,34548
68,1996,2,1,2,1,0,1,1,517,42,52941
69.3,2012,2,1,1,1,1,0,1,876,95,36941
86.07,2009,2,2,1,1,0,0,1,462,17,90043
83,2012,2,2,2,2,0,1,1,59,77,29639
50,2014,1,1,3,1,1,0,0,5000,23,27400
167.2,2012,3,2,3,2,0,1,1,5000,82,82536
69,1998,2,1,3,1,0,1,0,622,27,47826
93.42,2006,2,2,2,2,1,0,0,942,1,53308
33.5,1993,1,0,3,1,0,1,0,5000,124,57313
133,2006,3,2,2,2,0,1,0,768,85,42331
74.2,2008,2,2,3,1,0,1,0,61,59,48248
50.88,2014,1,1,3,1,0,1,0,5000,22,24175
113.61,2007,3,2,1,1,0,0,0,5000,52,33888
79,2014,2,2,2,2,1,0,0,5000,57,27215
61.15,1994,2,1,3,1,1,0,0,588,127,50695
65,1991,2,1,2,8,0,1,1,942,51,70462
189.59,2014,3,2,2,2,0,1,1,770,55,105491
93.8,2008,2,2,3,1,0,1,1,893,63,62900
94.1,2004,2,2,3,2,0,1,1,5000,49,43571
83,1996,2,2,2,1,0,1,1,209,75,48193
98.3,2016,2,2,3,2,0,1,0,849,104,99695
66.6,1997,2,2,2,2,0,1,0,557,71,47748
191.6,2010,4,2,1,1,0,1,1,956,12,41232
270.8,2002,5,2,3,2,0,1,0,191,131,84934
94.65,2003,3,2,3,1,1,0,1,569,24,54411
87.6,2012,3,2,2,2,1,0,1,5000,95,35388
120.5,2008,3,2,1,2,0,1,1,5000,36,34855
86.9,2012,2,2,1,2,1,0,0,5000,43,31070
101.3,2006,3,2,3,2,0,1,1,955,66,20237
77,2008,2,1,3,1,0,1,1,614,8,88312
55.64,1999,2,1,1,2,0,1,0,914,24,46729
88,2016,2,2,2,2,1,0,1,5000,147,23864
97,2004,3,2,2,2,0,1,1,302,8,59794
84.78,2007,2,2,1,1,0,0,0,5000,52,43406
58.77,2007,1,1,2,1,0,0,0,364,1,49005
42.9,1995,1,1,3,1,0,1,1,571,42,66667
111.1,2010,3,2,1,2,0,1,1,5000,43,26103
98,2006,2,2,2,2,0,1,0,5000,59,35714
84.18,2007,2,2,2,1,0,1,0,5000,70,24947
187.95,2008,4,2,1,1,1,0,1,5000,82,61186
164.1,2008,3,2,1,1,0,1,1,790,122,112736
41,2015,2,1,3,1,0,1,0,394,96,24390
101,2000,2,1,3,8,0,1,1,5000,42,62376
130.49,2009,3,2,1,2,0,1,1,474,54,61307
84.71,1994,2,2,1,5,0,0,1,808,131,69059
127.57,2009,2,2,1,7,1,0,1,232,13,133260
154,2009,3,2,3,2,0,1,0,474,17,74675
102,2004,3,2,2,1,1,0,0,5000,52,48039
61.01,1996,2,1,3,1,0,1,0,411,130,20980
90.77,2006,2,1,3,1,0,1,1,5000,61,42415
93.57,2012,2,2,1,1,1,0,0,449,9,52795
143,2002,3,2,3,2,0,1,1,5000,51,70629
146.54,2002,3,2,3,8,0,1,1,1011,176,114644
103,2001,3,1,3,7,0,0,1,5000,61,38835
80.4,2015,2,2,3,1,0,1,1,643,12,36692
202,2002,3,2,3,1,1,0,1,372,13,147525
86.6,2007,2,1,3,2,0,1,0,495,11,63395
131,2003,3,2,2,2,0,1,1,298,89,73282
62.05,2000,1,1,3,2,0,0,1,448,148,110878
62.7,2006,1,1,2,1,0,1,0,981,54,52632
105.7,2014,2,2,2,2,1,0,1,440,85,44276
190,2018,3,2,1,2,0,0,0,337,13,146842
190,2014,3,2,2,1,1,0,1,770,55,105263
229,2014,3,2,1,2,0,1,0,5000,69,81659
85,2009,2,2,1,1,0,1,1,863,49,44118
73,2018,1,2,2,1,0,1,1,5000,160,58904
149,2016,4,2,1,2,0,1,0,5000,62,53691
311.55,2001,4,2,3,1,0,1,0,995,25,99502
75.4,2000,2,2,1,1,0,1,0,699,37,63660
116.51,2003,2,2,1,1,0,0,1,569,104,101279
122.03,2007,3,2,3,1,0,1,1,829,23,30320
41,2013,1,1,3,1,0,0,1,5000,80,73171
61.02,1994,2,1,3,1,0,0,0,434,131,74566
120.92,2010,3,2,3,2,0,1,1,711,73,68640
91.02,2004,2,2,2,2,0,1,0,764,26,49440
76,2007,2,1,2,1,1,0,0,1156,30,54605
133,2017,3,2,3,1,1,0,0,402,54,97669
56.88,1992,2,1,2,1,0,1,1,5000,71,37975
97,2016,3,2,1,2,1,0,0,5000,57,37113
135,2013,4,2,1,2,1,0,0,5000,29,22963
112,2008,3,1,2,1,0,1,1,5000,36,44643
166.56,2009,3,2,3,1,0,1,0,619,41,81052
189.94,2012,3,2,1,1,1,0,0,388,106,107929
47.46,1998,1,1,3,2,0,1,1,612,11,81964
87.9,1997,2,1,3,1,0,0,0,379,67,52332
88,2017,3,2,3,1,1,0,0,5000,90,22159
67.1,2012,1,2,3,1,0,1,0,1156,30,46200
132,2016,3,2,2,1,0,1,0,704,84,95909
62,2013,2,1,1,5,0,0,1,5000,124,62097
82.6,2015,3,1,2,2,1,0,0,925,22,26634
138.12,2003,3,2,3,1,1,0,1,745,103,49233
48,1988,2,1,1,1,0,1,0,5000,155,9792
70,2002,2,2,3,2,0,1,1,482,44,57143
118,2016,3,2,3,2,1,0,0,5000,128,36864
60,2008,2,1,2,2,0,1,0,5000,85,42750
81.7,2017,3,2,2,1,1,0,1,5000,36,36720
67.4,2014,2,1,2,1,0,1,1,643,12,40059
131,2006,4,2,1,2,0,1,1,5000,115,45802
431.9,2007,4,2,2,2,0,1,0,492,25,173651
81,2011,2,2,2,1,0,1,0,5000,103,50000
232.56,2000,3,2,3,7,1,0,0,995,25,92449
108.53,2005,2,2,3,8,0,0,0,330,131,86151
69.24,2013,2,1,1,1,1,0,0,5000,33,25997
102.52,2005,2,2,3,1,0,1,0,360,118,80960
55,2006,2,2,3,2,1,0,1,860,54,35091
11,2014,2,1,1,1,0,1,0,1100,81,25000
69.23,1998,2,1,2,2,0,1,0,426,26,46945
52.75,2008,1,1,1,1,0,1,0,5000,45,35071
220.77,2011,4,2,2,1,0,1,0,5000,52,65679
35,2008,1,1,2,2,0,1,0,993,130,21429
88,2012,3,2,3,2,1,0,1,5000,39,26136
92,2001,2,2,2,1,0,1,0,1138,71,59565
56,2008,1,2,2,1,0,1,0,233,59,39286
310,2014,4,2,1,2,0,1,0,5000,69,73226
48,1994,1,1,2,2,0,1,1,921,109,32292
53.6,2012,1,1,2,2,0,1,0,876,32,41045
127.66,2002,3,2,3,1,0,0,1,5000,5,63450
50,1988,2,1,3,2,0,0,1,310,84,96000
97,2004,3,2,2,2,0,1,1,302,8,59794
81.7,2005,2,2,3,2,0,0,0,5000,26,56916
81,2013,2,2,2,2,0,1,1,5000,72,36790
82.5,2008,3,1,1,1,0,0,1,5000,19,26667
86,2012,2,2,1,1,0,1,0,336,15,102326
90.88,2016,3,2,2,2,0,1,1,5000,61,52597
92.46,2000,2,2,2,2,0,1,1,5000,61,32446
78,2017,2,2,2,1,1,0,0,5000,39,19487
68.47,1998,2,1,3,1,0,1,1,925,24,53746
78,2002,2,1,2,2,0,0,0,5000,52,35897
153,2013,3,2,1,1,0,1,1,5000,128,37255
135.1,2012,3,2,3,1,0,1,1,5000,30,48113
53.16,1987,2,1,2,1,0,0,0,532,131,63582
301.23,2005,4,2,2,2,0,1,1,382,13,175945
80,2000,2,2,1,2,1,0,0,536,112,35625
75.08,2006,3,1,2,1,0,1,1,918,54,43687
52,1993,1,1,3,1,0,1,0,391,132,38077
115,2005,3,2,3,2,0,1,1,876,34,43478
89.33,2001,2,2,1,1,0,1,0,333,40,74779
90.25,2014,3,2,3,1,0,1,0,5000,102,39668
50,2012,2,2,3,1,1,0,0,5000,70,29000
76.2,2016,2,2,2,2,0,1,0,5000,61,31234
84.2,1997,2,1,3,1,0,1,0,5000,71,53444
89.8,2014,2,2,1,2,0,1,0,300,66,26726
91.57,2009,2,2,1,2,0,1,1,5000,61,42372
35.36,1980,1,1,3,1,0,1,1,712,143,151301
20,2010,2,2,3,1,0,1,0,740,109,31500
99.57,2006,2,2,3,1,0,1,1,396,120,76830
116,2008,5,2,3,2,0,1,1,1155,37,86207
164.06,1999,3,3,3,2,0,1,0,177,118,53639
63,2001,2,2,2,2,0,1,1,697,30,57143
157.6,2010,3,2,2,1,0,1,1,334,121,85660
82.5,2007,2,2,2,1,0,1,0,5000,61,33455
170.61,2004,4,2,3,1,0,0,1,5000,5,51287
73.39,1993,2,2,3,2,0,1,0,536,112,35427
73,2000,2,2,3,2,0,1,1,776,89,63014
50.9,1994,2,1,2,1,0,0,1,5000,9,39293
133.05,2008,3,2,3,2,0,0,0,5000,57,30815
89.5,2004,2,2,2,2,0,1,1,5000,66,26257
93.16,2012,3,2,1,1,0,1,0,773,16,32203
70.86,1960,2,1,2,1,0,1,1,379,25,64917
118.2,2000,3,2,1,1,0,0,0,866,117,58376
79.8,2012,2,2,1,1,0,1,0,5000,9,41980
113.45,2008,2,2,3,2,1,0,0,587,126,123402
129.89,2007,3,2,3,2,1,0,1,724,95,32951
34.26,1989,1,1,2,1,0,1,0,495,11,62755
88,2014,3,1,3,1,0,0,0,5000,81,42955
80.2,2007,2,2,2,2,0,1,1,632,54,56110
89.02,1999,2,2,1,1,0,1,1,608,54,56167
126.3,2002,3,2,1,1,0,1,1,5000,5,60016
54,1992,2,1,3,1,0,1,1,878,8,64815
138,2008,3,2,3,1,0,1,1,5000,89,95652
57.91,1988,2,1,1,1,0,1,1,994,103,50078
94,2006,3,1,1,10,0,1,1,5000,61,34043
82.29,2008,2,2,1,2,0,1,1,1183,85,42533
42.34,1994,1,1,2,1,0,1,1,5000,103,42513
89.8,2013,2,2,1,2,0,1,0,5000,81,38976
36.48,1989,1,1,1,2,0,1,0,495,11,58936
63.16,2012,1,2,3,1,0,0,0,472,88,72039
85,2009,2,2,2,2,0,0,1,5000,39,21176
45,1991,1,1,3,1,0,0,1,5000,80,80000
81,2014,2,2,2,2,0,1,0,5000,36,31481
82,2013,2,2,1,2,0,0,1,5000,61,43659
88.1,2008,3,2,1,1,1,0,1,1142,54,48808
123.53,2005,3,2,1,2,0,1,1,5000,41,60309
117.96,2008,3,2,3,2,0,0,1,5000,34,35944
62.42,1998,2,1,1,1,0,1,1,346,54,54310
51,2003,1,1,1,2,0,1,0,1075,34,47059
79.62,2006,2,2,1,2,0,1,0,5000,33,38307
248,2011,3,2,3,2,1,0,0,5000,52,56452
145.43,2005,3,2,3,2,0,1,0,474,17,68074
301.2,2005,4,2,2,2,0,1,0,697,86,159363
307.51,2012,4,2,2,1,0,0,0,612,106,136581
35.3,1993,1,1,2,1,0,1,1,359,169,45326
57,2007,1,2,1,1,0,1,1,455,101,48772
88.36,2010,3,2,2,1,0,1,1,5000,83,33612
66,1983,2,2,1,2,0,1,1,764,11,43939
68.8,1998,2,1,1,1,1,0,0,702,54,41424
292,2014,4,2,2,2,0,1,0,173,98,73630
78,2007,2,2,2,2,0,1,1,765,89,57692
80,2005,2,2,3,2,0,1,0,5000,52,37500
124,2010,3,2,1,2,0,1,1,5000,45,44355
462.6,2017,5,3,3,2,0,1,0,337,13,172936
224.63,2003,4,2,1,1,0,1,0,989,25,95713
352,2006,3,2,1,8,0,1,0,977,25,142017
42,1991,1,1,2,1,0,1,1,5000,80,83333
51.4,1988,2,1,2,2,1,0,0,549,118,55447
191,2017,4,2,3,1,1,0,0,5000,70,43456
68.81,1994,2,1,3,1,0,1,0,225,127,43308
59.3,1993,2,1,3,1,0,0,0,5000,124,46880
90.07,2011,3,1,3,1,0,0,1,5000,65,69946
124,2000,4,2,3,1,0,0,1,596,54,41935
43.92,1987,1,1,3,1,0,1,1,230,31,52368
91.6,1998,3,1,2,2,0,1,1,843,122,45852
82.19,2012,2,2,2,1,1,0,0,440,60,40516
35.8,1988,1,1,1,1,0,1,0,394,11,63128
32.36,1985,1,1,1,1,0,1,1,555,84,145241
105.81,2008,2,2,3,1,0,1,0,541,37,84964
224,2006,4,2,2,1,0,1,1,762,79,107143
37.31,1984,1,1,3,2,1,0,0,5000,94,48244
80,2002,2,2,2,1,0,1,1,1040,74,47500
101.49,2007,2,2,2,2,1,0,1,682,12,28870
141,2013,2,2,1,1,0,1,1,407,104,127660
50.9,1994,2,1,2,1,0,1,1,5000,9,39293
58.4,2014,1,1,1,1,1,0,1,5000,43,21747
107,2005,2,2,1,1,0,1,1,325,100,79439
75,2017,2,2,1,2,0,1,0,1156,30,51333
39.31,1984,1,1,3,1,0,1,1,780,16,31035
72,2008,2,2,3,1,0,1,0,5000,33,32639
121.43,2004,3,2,1,2,0,1,1,5000,49,40188
61.6,2000,2,1,3,2,0,1,0,389,6,73052
75.84,2010,2,2,2,2,0,1,0,5000,33,29668
160,2004,2,2,2,9,1,0,0,977,25,111875
31.07,1989,1,1,1,1,0,1,1,856,48,86257
55.52,1989,2,1,1,2,0,1,1,463,2,54035
55.7,2005,1,1,2,1,0,1,1,307,54,41293
58,1992,2,1,3,2,0,1,0,210,6,56897
86.98,2010,2,2,3,1,0,1,1,5000,80,64383
135,2013,2,2,3,2,0,1,1,334,121,100000
20,1998,2,1,2,1,1,0,0,634,177,43000
93.6,2012,3,2,2,1,0,1,1,5000,12,40598
131,2003,3,2,1,2,0,1,1,1050,42,67176
200.44,2013,4,2,3,1,1,0,1,790,122,129715
57.2,2010,2,1,2,2,0,1,1,730,66,27972
229.5,1960,7,2,2,2,0,0,0,235,170,165577
179,2008,4,2,2,2,0,1,0,232,133,110615
53,1997,2,1,1,2,0,1,1,5000,24,47170
77.21,2014,2,2,3,2,0,1,1,5000,22,27199
198.2,2006,4,2,3,2,0,1,0,721,6,70131
90,2012,2,2,3,2,0,1,0,447,23,35556
190.7,2006,3,2,3,2,0,1,1,439,13,146827
58.18,1998,2,1,1,1,0,1,1,554,26,48126
104,2013,2,2,2,2,0,1,0,5000,10,22115
54.53,2005,1,1,2,9,0,0,1,551,9,40345
100,2005,2,2,2,2,0,1,1,589,63,62000
56,2013,1,2,3,1,0,0,0,5000,33,29464
36,1990,1,1,2,1,0,1,0,302,6,56944
331.5,2016,4,2,3,2,1,0,1,225,46,180965
70.9,1996,2,1,1,1,1,0,1,5000,34,47250
90.7,2011,2,2,3,2,0,1,0,412,60,38037
139.28,2018,3,1,1,1,0,1,0,5000,37,99081
58.3,2015,1,1,3,1,1,0,0,5000,58,18525
80.3,2004,1,2,3,1,0,1,1,200,133,87173
94.21,1994,2,1,1,7,0,1,1,488,104,78548
79.76,2007,2,1,3,1,0,1,1,722,54,61434
87.7,2012,3,2,3,1,0,1,1,5000,128,49601
75,2007,2,2,3,2,0,1,0,5000,36,33200
218,2004,4,2,2,3,1,0,1,1086,79,102294
114,1996,3,2,2,2,0,1,0,1128,96,21579
121.3,2009,2,2,3,2,0,1,0,721,6,65952
85.01,2012,2,2,3,1,0,0,1,5000,123,35055
89.3,1999,2,2,3,2,0,1,0,493,50,48712
325.86,2017,4,3,2,2,1,0,0,337,13,159578
107.9,2003,2,2,1,2,0,1,1,237,42,60241
79.66,2004,2,2,2,1,1,0,1,896,24,51469
43,1986,2,1,2,2,0,1,0,930,96,23953
40.17,1988,1,1,2,1,0,1,1,5000,16,28130
88.8,2015,2,2,2,2,0,1,1,5000,12,35473
82.1,1995,2,1,3,2,0,1,0,345,44,45676
149,2015,4,2,2,2,1,0,0,5000,128,50000
58.48,1994,2,1,3,2,1,0,1,950,85,40185
98,2016,2,2,2,2,0,1,0,5000,36,51020
112.94,2002,3,2,3,3,0,1,1,264,42,60209
69.7,2014,2,1,2,1,1,0,0,5000,33,25108
63.17,1995,2,1,2,1,0,1,1,503,42,38468
70,2016,2,1,2,2,1,0,0,314,85,42714
41.56,2001,1,1,2,1,0,1,0,383,2,50529
46.8,1984,2,1,1,1,0,1,1,888,48,80983
70.8,1995,3,1,3,1,0,0,1,440,26,46610
369,2006,5,3,3,1,1,0,1,762,79,113821
56.03,2014,1,2,2,1,0,1,0,5000,33,26057
93.8,2008,2,2,3,1,0,1,1,893,63,62900
69.5,2014,2,1,1,1,1,0,0,1021,19,26331
90.6,2012,2,2,2,2,0,1,1,5000,18,25386
94.3,2001,3,1,1,1,0,1,1,654,101,46448
125.7,2013,3,2,2,2,1,0,1,5000,20,36595
71.97,1999,2,1,2,1,0,1,0,808,55,48631
54.27,2010,1,1,1,1,0,0,1,5000,9,38511
81.9,2004,2,2,1,2,1,0,1,307,54,40293
104,2006,2,2,3,1,0,1,0,231,22,35288
121.46,2002,3,2,2,2,0,1,1,743,8,74428
88.8,2012,2,2,2,1,0,1,0,5000,22,30631
80.43,2010,2,1,2,2,0,1,1,5000,9,38543
100.16,2007,2,2,2,2,0,1,0,1009,105,75529
73,2000,2,2,3,2,0,1,1,776,89,63014
77,1998,2,1,2,1,0,1,1,751,41,55844
41.05,1993,1,1,3,1,1,0,1,435,42,69428
100.02,2008,2,2,3,2,1,0,1,5000,1,53589
98,1998,2,2,1,2,0,1,1,732,54,36327
110,2005,3,2,2,2,0,1,1,1016,102,34182
65.6,1999,2,1,2,1,0,1,1,1010,74,38872
52,2004,1,1,2,1,0,1,0,981,54,46154
