area,buildtime,room_num,hall_num,floor,dire,exemption of business tax,exemption of double tax,quality education,distance,loc,price
94.29,2005,2,2,1,1,1,0,1,5000,45,41150
150.58,2006,3,2,1,2,0,1,1,149,79,83676
49.08,1994,1,1,3,1,0,1,1,1002,42,51956
64.94,1988,2,1,3,2,0,1,1,737,37,50816
87.5,2012,3,2,2,2,0,1,0,5000,64,16229
90.58,2009,2,2,2,2,0,1,1,5000,18,24840
91.1,2012,2,2,1,2,1,0,1,666,49,87925
81.82,2008,2,2,3,1,0,1,1,59,77,28110
66.2,2017,1,2,2,2,0,0,1,1175,85,43051
110,2007,2,2,3,1,0,0,1,862,4,74545
292.43,2011,4,2,1,1,1,0,1,770,55,94040
101,2011,3,1,3,2,0,1,1,5000,65,52970
248,2012,3,2,2,2,0,1,0,5000,52,60000
65.6,1996,2,1,2,1,0,1,0,5000,55,45732
80,1996,3,2,3,2,0,1,0,307,146,38625
139.87,2002,3,2,1,1,0,1,0,477,134,82219
46,1990,1,1,1,1,0,1,0,302,6,58696
95.58,2006,2,2,3,2,0,1,1,5000,61,40280
97.82,2002,2,2,3,1,0,0,1,200,133,107340
113,2003,2,2,3,2,0,1,1,298,6,78761
81,2008,3,2,3,1,1,0,1,5000,33,47901
88.33,2002,2,2,1,2,0,1,1,920,37,63172
79.52,2010,2,1,1,1,0,1,1,748,23,44014
168,2014,3,1,3,3,0,1,0,5000,84,116071
157.3,2002,4,2,1,2,0,1,0,541,17,69930
73,2012,1,2,1,2,0,1,1,615,110,116438
154.48,2005,3,2,1,2,0,1,0,474,17,73149
63.25,2009,1,1,2,1,1,0,1,5000,59,43478
38.9,1995,1,1,2,1,0,1,0,373,27,48329
81.2,2005,2,2,3,2,0,1,1,5000,115,44951
50.23,1994,1,1,3,1,0,0,1,840,127,54947
99.16,2005,2,2,2,2,0,1,1,5000,61,38322
85.2,2008,2,2,3,2,0,1,1,5000,61,30516
89.02,2009,3,2,1,2,0,1,1,938,54,44709
38.93,1992,1,1,2,1,0,1,1,418,84,114565
52,1991,2,1,2,2,0,1,1,236,44,47692
96.93,1999,2,2,2,1,0,1,1,920,37,67575
96.1,2002,2,2,2,2,0,1,1,1184,99,44225
90,2010,2,2,2,10,0,0,0,896,10,34444
97,2004,3,2,2,2,0,1,1,302,8,59794
43.81,1990,1,1,3,1,0,1,0,1164,88,54326
79.9,2015,2,2,1,2,1,0,1,956,12,38173
109.3,2003,3,2,2,2,0,1,1,997,5,59469
78,2013,2,2,3,2,0,1,1,5000,61,30769
70,1997,2,1,2,2,0,1,1,1075,23,25000
76,1998,2,1,3,1,0,1,1,518,42,53684
76.6,1996,2,1,3,1,0,1,1,5000,124,50914
89,2012,3,2,2,2,0,1,1,5000,77,33708
83.42,1996,2,1,3,1,0,0,0,831,112,38959
72,2017,2,2,2,2,0,1,0,5000,90,29861
67.19,2013,2,1,3,2,0,1,1,5000,61,39961
216,2009,4,2,3,2,0,1,1,633,17,85648
66.2,2017,1,2,2,2,0,0,1,1175,85,43051
92.47,2003,2,2,2,1,0,1,1,1055,24,45961
238,2007,4,3,3,5,0,1,1,633,17,83193
96.56,2002,2,2,3,5,0,1,1,743,8,61102
119,2004,3,2,2,2,0,1,1,777,44,63025
218,2004,4,2,2,3,0,1,1,1086,79,103211
64.9,2014,1,1,3,1,0,0,0,5000,33,27735
60.1,1998,2,1,2,2,0,1,1,199,154,42097
137.9,2004,3,2,2,2,0,1,0,5000,26,60189
55.7,2006,1,1,1,1,0,1,1,1072,33,43447
88,2018,2,2,3,1,0,1,0,5000,102,34091
33.12,1996,1,1,2,1,0,1,1,272,46,52838
78.51,2012,2,2,2,2,0,1,0,1086,59,36683
62.27,1995,2,1,3,2,0,1,1,5000,21,58295
86,1994,2,2,3,1,0,1,0,5000,58,13953
78.2,1997,2,1,3,1,1,0,0,638,43,27494
38.97,1988,1,1,2,1,0,0,1,5000,112,37465
76.8,2000,2,2,2,1,0,1,1,5000,61,33333
77.8,1995,2,1,2,1,0,1,1,488,104,80977
109,2006,5,2,3,1,0,1,0,5000,18,22936
102.1,1994,3,2,2,1,0,0,1,840,127,50930
90.58,2009,2,2,2,2,0,1,1,5000,18,24840
59.2,2009,1,1,2,1,0,1,1,754,33,43074
157,2004,3,2,2,2,0,1,0,487,121,85987
223.06,2017,4,2,3,1,0,1,0,388,106,141218
137.53,2005,4,2,1,2,0,1,1,5000,94,55261
89.57,2013,3,2,3,10,0,1,1,5000,61,33493
105,1996,3,2,2,1,0,1,1,5000,10,15314
136,2011,3,2,2,1,0,1,1,512,60,36765
152.32,2006,3,2,3,2,0,1,1,388,91,47269
85,2007,2,2,2,2,0,1,1,5000,23,22706
77.98,1994,3,1,3,1,0,1,1,657,41,48730
90.81,2012,3,2,3,1,1,0,1,666,49,91400
137.9,2005,3,2,3,2,0,1,0,658,17,66715
58.94,1993,2,1,1,2,0,1,0,349,143,110282
130,2008,3,2,2,2,0,0,1,5000,127,63846
98,2006,3,2,2,2,1,0,0,5000,36,36531
123.6,2011,3,2,2,2,0,1,0,341,14,79288
41.3,1995,1,1,1,1,0,1,1,454,99,43584
97,2003,2,2,1,1,0,1,0,805,44,72165
68.18,1995,3,1,1,1,0,0,1,5000,127,57202
47,2013,1,1,2,1,0,1,0,5000,54,36170
85,2010,2,2,3,1,0,1,1,492,115,53647
70.58,1999,2,2,1,2,0,1,1,512,42,77926
119.2,2006,2,2,2,1,0,1,0,322,84,88087
88.93,2010,2,2,1,2,0,1,1,684,49,87709
143.31,2012,3,2,1,1,0,1,0,5000,22,30354
179,2004,3,2,2,2,0,1,1,1086,79,97765
74,2005,2,2,2,2,0,0,1,307,54,43919
283.32,2006,4,2,3,3,1,0,0,995,25,116476
170,2012,3,2,1,1,1,0,0,388,106,111059
85.49,2013,2,2,3,1,0,1,0,5000,141,67844
139.07,2012,3,2,1,2,0,1,0,1156,30,44222
90,2013,2,2,2,2,0,1,0,5000,62,55556
55.6,2011,1,2,2,1,0,1,1,5000,94,60432
105.4,2009,2,2,3,2,0,1,0,333,40,59772
83,2006,2,2,2,2,0,1,0,5000,57,28675
93,2008,3,2,3,2,0,1,0,1104,54,46774
142,2013,4,2,3,2,0,1,0,1156,30,54225
77.5,1994,3,1,1,1,0,1,1,950,85,40000
110,2010,2,2,3,2,1,0,1,5000,39,24545
90,2015,3,2,1,1,0,1,0,5000,10,23111
160,2015,3,2,3,2,1,0,0,839,91,103125
64.2,2013,1,2,2,2,0,1,1,5000,61,40498
46.56,1990,2,0,3,1,0,1,0,406,27,54768
92.47,2003,2,2,2,1,0,1,1,1055,24,45961
120.2,2012,3,2,2,2,0,1,1,5000,43,28286
114,2003,3,2,2,1,0,0,1,945,116,52193
119.8,2006,3,2,3,2,0,1,0,5000,19,27129
170.24,2005,3,2,1,1,0,1,1,459,104,95160
119,2014,3,2,2,1,0,0,0,5000,111,41345
82.1,2007,2,1,2,2,0,1,1,597,33,41413
82,2015,2,2,2,2,0,1,1,316,85,42439
71.9,1995,2,2,1,2,0,1,0,702,54,40334
93.28,2003,2,2,1,2,0,1,1,5000,5,58533
56.07,2007,1,1,2,1,0,1,1,5000,112,29428
162.7,2006,3,2,3,1,0,1,0,474,17,70682
75.13,1996,3,1,3,1,0,1,1,519,24,40596
76,2014,2,2,2,2,0,1,0,5000,61,28553
75,2005,2,2,2,2,0,0,0,793,59,37333
94.36,2004,2,2,1,1,0,1,0,5000,108,39212
99.07,2006,3,2,3,2,0,1,1,908,33,43404
128,2009,4,2,2,2,0,1,1,5000,82,60156
151.34,2006,2,2,3,1,0,1,1,439,13,158583
75.76,2013,2,2,3,2,0,1,0,5000,33,31415
135.6,2002,3,2,3,2,0,0,1,5000,34,37242
99,2016,3,2,2,1,0,0,0,5000,20,38990
69,2013,2,2,2,2,0,1,1,348,96,28841
106,2008,3,2,3,2,0,1,1,554,54,68396
72.8,1993,2,1,2,1,0,0,1,554,26,47390
36,1995,1,1,2,1,0,1,1,531,44,41667
92.16,2013,2,2,3,1,0,1,0,424,44,73785
87.7,2009,2,2,3,1,0,1,1,588,79,106043
85,2005,2,2,1,2,0,0,0,468,150,68235
424.51,2012,4,4,3,5,0,0,0,978,25,313302
81.7,2014,2,1,3,2,1,0,0,5000,33,24725
79.95,2013,2,1,2,2,0,1,0,5000,33,26266
107,2016,2,2,1,2,1,0,0,5000,62,56542
90.66,2010,2,2,1,2,0,1,1,5000,22,30333
53,1997,1,1,1,1,0,1,1,248,24,43019
66.3,2000,2,2,3,2,0,1,0,394,67,46757
145.81,2004,3,2,1,2,1,0,0,799,25,89020
62.59,1996,2,1,1,1,1,0,1,5000,34,48730
104.1,2007,2,2,3,2,0,1,0,615,63,66282
87.89,2006,2,2,2,2,0,0,0,5000,59,33906
210.56,2005,3,2,3,1,0,1,0,977,25,118731
91,2015,3,2,3,2,1,0,1,884,96,27692
90.52,2014,2,2,3,2,0,1,0,5000,68,26513
68.27,2013,1,1,1,1,0,0,0,5000,65,46140
158.6,2000,3,2,1,2,0,1,1,657,79,79760
53.89,1998,1,2,3,1,0,1,1,958,8,63091
80,2005,2,2,2,2,1,0,1,307,54,38500
102,2007,2,2,3,1,0,0,0,5000,115,44412
85.99,2010,3,2,2,1,1,0,0,5000,9,47680
59.8,2007,1,2,1,1,0,1,1,632,54,48144
131.56,2004,3,2,2,1,0,1,1,5000,5,62177
75.45,1995,2,1,3,2,0,1,0,675,24,44400
55,2014,1,1,3,1,0,1,1,5000,70,28727
77.05,1995,2,1,3,1,0,1,1,751,41,57106
91.1,2013,3,2,2,2,0,1,1,5000,61,42700
210,2008,4,2,3,2,0,1,1,5000,39,18095
77.8,2014,2,2,3,2,0,1,0,5000,33,25964
132.7,1999,3,2,1,1,0,1,1,758,112,30746
88,2007,2,2,3,2,0,1,0,5000,62,53409
375,2014,4,2,2,1,1,0,1,770,55,98640
78,2013,2,2,3,1,0,1,0,5000,33,27564
85,1998,2,2,2,2,0,0,0,5000,67,44706
83.1,2007,2,2,1,2,0,1,0,5000,36,34055
91,2012,3,2,1,1,0,1,0,585,117,78242
44.7,1995,1,1,3,1,0,1,1,280,42,50336
164.74,1996,4,2,3,1,0,1,1,977,120,50079
151,2005,3,2,1,2,0,1,1,387,41,72848
93,1996,3,2,2,2,0,1,1,5000,77,21075
146.58,2013,3,2,2,1,0,1,1,790,122,107791
148,2008,4,2,3,2,0,1,1,646,31,58108
61,2004,3,2,3,1,0,1,1,5000,65,45902
90.1,2012,2,2,2,2,0,1,1,5000,61,41953
78.3,2010,2,2,2,2,0,1,0,813,61,33206
141.91,2005,3,2,1,1,0,1,0,906,78,64689
112,2005,3,2,2,1,0,0,1,5000,61,40893
93.12,2006,3,2,2,1,1,0,1,552,22,30069
83.21,2012,2,2,3,1,0,1,1,5000,112,24997
88,2007,2,2,3,1,0,1,0,5000,62,55227
107,1995,2,2,3,2,0,1,1,406,99,42523
78.5,2003,2,2,2,2,0,1,0,919,26,69809
54.5,1991,2,1,2,2,0,1,1,554,26,47706
131,2003,3,2,1,1,0,1,1,298,89,91603
73,2007,2,1,3,2,0,1,1,5000,33,37671
168,2009,4,2,2,2,0,1,1,487,54,71429
71.6,2001,2,2,2,1,0,1,0,5000,33,30028
79.3,2004,2,2,3,2,0,1,1,307,54,41614
170,2012,4,2,2,2,0,1,0,496,86,95294
283.93,2012,4,2,3,8,1,0,0,978,25,158490
72,2000,2,2,1,2,0,1,0,189,55,51667
89,2013,2,2,3,2,0,1,0,5000,36,51124
262,2016,4,2,2,2,1,0,0,715,41,86260
80,2014,2,2,2,1,1,0,0,5000,33,26250
89,2011,3,2,1,2,0,1,1,5000,39,27528
71.5,1996,2,1,2,1,1,0,1,1011,112,34266
104.45,2002,2,2,1,1,0,1,0,5000,108,38775
61,2009,2,1,3,2,0,1,1,863,49,44262
285,2015,4,2,3,2,1,0,0,337,13,175439
164,2003,4,2,3,2,0,1,0,227,91,47866
160,2014,3,2,3,2,0,1,0,5000,5,65625
181.47,2012,4,2,2,2,0,1,1,5000,128,36921
78,1995,2,1,2,1,1,0,1,327,44,44872
48,1994,1,1,2,2,0,1,1,921,109,32292
71.09,1996,2,1,3,1,0,1,1,454,99,43607
116.01,2005,3,2,1,2,0,1,1,5000,5,68098
68.03,2011,2,1,2,2,0,1,0,5000,22,29252
64.02,1998,2,1,2,1,0,1,1,346,54,54358
78,2013,2,2,2,2,0,1,0,714,55,53462
114,2014,2,2,1,2,0,1,0,5000,29,21754
80.9,2013,2,2,3,2,0,1,0,5000,62,46477
65,2010,2,1,3,6,0,1,0,5000,71,56154
139,2006,3,2,1,2,0,1,1,388,91,54676
93.02,2004,2,2,1,2,0,1,0,1067,34,52139
70.08,1995,2,2,2,1,0,1,1,780,16,24971
51.5,1989,2,1,2,1,0,1,1,401,44,49515
111.38,2012,2,2,2,1,0,1,1,264,52,41120
122,2002,3,1,1,2,0,1,0,339,44,54918
95,2005,2,2,2,2,1,0,1,5000,61,38947
67,2015,1,1,2,2,1,0,0,5000,64,13134
88.75,1999,2,1,1,1,1,0,1,777,44,63099
320.75,2008,4,2,2,3,0,1,0,995,25,93531
233,2012,3,2,2,1,0,1,0,496,38,66524
85,2016,3,2,1,2,1,0,0,5000,90,24235
237,2008,3,2,2,3,0,1,1,232,13,145570
49.19,1997,1,1,3,1,0,1,0,1046,24,46757
334,2011,5,2,3,2,0,1,0,910,28,134731
89,2012,3,2,3,1,0,0,0,5000,12,40449
82,2012,2,2,3,2,0,1,0,5000,33,28659
67.34,1993,2,1,2,1,0,1,0,467,104,68310
30,2017,1,2,2,2,0,1,0,289,107,30000
76,1998,2,1,2,1,0,1,1,662,24,43421
54.11,1988,2,1,3,3,0,1,0,510,84,76696
69.19,1998,2,1,3,1,0,1,1,925,24,54199
90.15,2011,2,2,2,1,0,1,0,5000,103,43261
128.2,2008,3,2,3,1,0,0,1,5000,34,34945
138,2008,3,2,2,2,0,1,0,285,51,91304
77,2014,2,1,3,2,0,1,0,5000,33,25325
75.45,1995,2,1,3,2,0,1,0,675,24,44400
92.39,2007,2,1,2,1,0,1,1,1192,49,49248
69,1997,2,2,3,1,0,1,1,1075,23,26522
77,1996,2,2,2,1,0,1,1,764,11,42727
81.9,2015,2,2,2,1,0,1,1,5000,12,36630
60.6,1995,2,1,2,2,0,1,1,918,99,43729
112.71,2005,3,2,2,1,0,1,0,360,118,88546
48,1994,2,1,1,1,0,1,0,5000,155,11667
124.85,2001,2,2,2,1,0,0,0,384,131,64878
120.29,2006,2,2,2,1,0,1,1,294,38,113060
73.2,1996,2,1,3,1,0,1,1,618,98,54235
56,1992,2,1,1,1,0,1,1,905,44,48214
79,2012,2,2,2,2,0,1,0,184,96,30633
88.9,2012,2,2,1,1,0,1,0,5000,22,31496
103.4,2013,2,2,1,1,1,0,0,1156,30,43520
58.49,2006,1,1,1,1,1,0,1,1025,33,41888
265.36,2012,1,1,1,1,1,0,0,388,106,108532
98,2012,2,2,3,1,1,0,0,5000,36,37551
40.8,1995,1,1,2,1,0,1,1,571,42,58824
48.17,1993,2,1,3,1,0,1,1,630,125,59165
92,1991,2,2,2,1,0,1,1,191,67,45109
86,2013,2,2,2,2,0,1,0,923,41,69186
68,2006,2,2,3,9,0,0,1,455,101,40441
140.9,2010,3,2,3,2,0,1,1,5000,30,46274
89.25,2008,3,2,3,2,1,0,1,5000,151,15574
280.6,2017,3,2,2,2,1,0,1,225,46,149679
108.55,2007,2,2,1,1,0,1,1,5000,82,75541
118,2017,3,2,2,2,0,1,0,5000,129,33729
84.79,2011,2,2,3,1,0,1,0,66,16,33259
133.8,2008,3,2,3,1,0,1,0,5000,61,34529
82.06,2015,2,2,2,2,1,0,1,5000,47,19254
70.1,1998,2,2,2,2,0,1,1,719,99,39943
88.7,2001,2,2,3,2,0,1,0,538,73,55242
76,2013,2,2,1,2,0,1,0,5000,33,30263
112,2005,3,2,3,1,0,1,1,275,5,49107
48.21,1985,2,1,1,1,0,1,1,230,31,62228
40.99,1988,1,1,2,1,0,1,1,547,140,65870
77.26,2007,2,1,1,1,0,1,0,5000,67,51773
143.3,2013,3,2,2,1,1,0,0,5000,61,45359
136,2006,3,2,3,2,0,1,1,455,101,38971
87.38,2001,2,2,3,3,0,1,1,1157,42,58366
111.7,2000,3,2,1,1,0,1,1,5000,35,44584
73.43,2012,1,2,1,1,0,0,1,5000,127,57197
90,2016,3,1,1,2,1,0,0,5000,141,65000
57,2006,1,1,2,1,0,0,1,455,101,45263
89.8,2009,2,2,2,1,0,1,1,1113,75,60022
69.8,1994,2,1,2,1,0,1,1,1081,48,60172
96,2005,2,2,2,2,0,1,0,5000,115,48125
132,2003,3,2,3,1,1,0,0,5000,71,58788
101.38,2006,2,2,3,2,0,1,1,214,14,79897
57.3,2018,2,2,3,1,1,0,1,5000,58,14834
32.9,1987,1,0,2,1,1,0,0,511,131,61702
128,2000,3,2,1,2,1,0,0,348,103,68750
55.93,1981,2,1,1,1,0,1,1,640,140,68836
57.2,2010,1,2,1,2,0,1,1,957,49,41084
112,2003,2,2,2,2,0,1,1,807,35,56250
71,2011,2,1,3,1,0,1,0,5000,103,53803
220,2009,3,2,1,2,1,0,1,770,55,104500
206,2006,3,2,2,2,0,1,1,562,38,83495
96,2004,2,2,3,1,0,1,1,5000,52,35938
223.06,2017,4,2,3,2,0,0,0,388,106,141218
74.9,2008,2,2,3,1,0,1,1,554,54,49399
79,2008,2,2,2,2,0,1,1,5000,33,27215
109.19,2007,2,2,2,2,0,1,1,5000,61,35718
68.8,2014,2,2,2,2,0,1,0,5000,3,7267
55,1986,2,1,1,1,0,1,1,997,118,49091
128,1998,3,2,2,2,0,1,0,311,69,49609
94.4,2004,2,2,1,2,0,1,1,446,34,51907
64,1999,2,1,1,1,0,1,1,346,54,45312
77,1995,2,1,3,1,1,0,1,237,89,84416
85.32,2005,2,2,3,2,0,1,0,855,116,58603
91,2012,3,2,1,1,0,1,0,585,117,78242
140,2000,3,2,1,2,0,1,1,944,88,50000
105,2015,3,2,3,1,1,0,0,557,54,80952
139,2008,3,2,1,2,0,1,1,5000,89,97122
56.37,2001,2,1,3,1,0,0,1,556,27,58897
85.6,2002,2,2,2,2,0,1,1,549,44,61916
41.1,1995,1,1,1,1,0,1,1,435,42,69343
62.1,2014,1,2,3,1,0,1,0,5000,33,31884
71.09,1998,2,2,2,1,0,1,0,785,44,49655
91,2012,2,1,3,2,0,0,1,5000,61,47253
101.3,2008,3,2,3,2,0,1,0,5000,62,49358
268,2005,3,2,3,2,0,1,0,783,25,141791
94.6,2000,2,2,2,2,1,0,1,249,103,52854
98.26,2004,2,2,3,1,0,1,1,5000,34,47425
78,2014,2,2,2,2,1,0,0,5000,33,26026
224,2010,4,2,1,1,0,1,1,730,38,84821
125.8,2004,3,2,1,1,0,1,1,5000,41,63593
53,1996,1,1,2,1,0,1,0,1001,42,37736
91.44,2010,2,2,1,1,0,1,0,694,82,70647
58.11,1998,2,1,2,1,0,0,1,918,99,43882
217.91,2012,3,2,1,8,0,1,0,388,106,105548
183.34,2006,3,2,1,1,1,0,1,439,13,133632
66.61,1991,2,1,3,1,1,0,0,1039,112,36481
129,2014,2,2,2,2,1,0,0,619,82,81395
98,2005,3,2,3,1,0,0,1,706,108,35714
71.08,1996,2,2,3,2,0,1,0,5000,59,34468
134.69,2004,3,2,1,1,0,1,1,5000,34,51229
89,2012,2,2,2,2,0,1,1,5000,77,32584
89,2015,3,2,1,1,0,1,0,5000,10,22472
108.84,2008,3,2,3,1,0,1,1,1010,37,87284
320,2010,4,2,3,4,1,0,0,694,25,230719
91.46,2008,2,2,3,2,0,1,0,154,17,89657
47.57,1997,1,1,2,1,0,1,0,1046,24,46248
79,2010,1,2,3,1,1,0,1,5000,39,27848
167.16,2003,3,2,2,1,1,0,0,383,104,142379
70,1997,2,1,2,2,0,1,0,925,52,37857
135.51,2005,4,2,3,2,0,1,0,5000,19,33946
170.23,2012,3,2,3,1,0,1,0,388,106,110909
82,2005,2,2,1,2,0,1,1,682,12,34146
86,2015,2,2,3,2,1,0,1,5000,9,31977
60,1996,2,1,1,2,0,1,0,625,42,44167
80.24,2013,3,1,1,1,1,0,0,5000,33,29661
188.65,2015,4,2,1,1,0,0,0,551,32,62550
42.54,1994,1,1,1,1,0,1,1,421,62,44664
77.3,2002,2,2,2,1,0,1,0,588,103,50453
57.6,1996,2,1,3,1,0,0,1,5000,65,46007
266,2002,3,2,1,1,1,0,0,783,25,101504
65,2002,1,1,3,1,0,1,1,5000,154,53846
118,2005,3,2,2,2,0,1,1,5000,23,22034
70,2005,2,1,1,1,0,1,1,5000,45,35000
56.82,2008,1,1,3,2,1,0,1,1183,85,42239
48.56,1988,2,1,1,1,0,1,1,5000,99,45305
82,2013,2,2,2,2,0,1,0,5000,33,29268
90,2015,2,2,1,2,0,0,1,5000,12,33889
93,2017,3,2,3,2,1,0,0,561,22,36559
74,2006,2,2,3,1,1,0,0,5000,54,43243
48.6,1994,2,1,3,2,0,1,1,661,109,38066
86.6,2009,2,2,1,2,0,1,1,5000,39,26559
60.9,1989,2,1,2,8,0,1,1,720,8,54844
233.36,2010,5,2,2,5,1,0,1,956,12,35139
129.96,2002,3,2,2,2,0,1,1,5000,34,32933
57,1982,2,1,2,2,0,1,1,5000,11,42105
96,2006,2,2,3,1,0,1,0,5000,29,16667
84,2013,2,2,3,2,0,1,0,5000,33,27976
129.15,2002,3,2,3,2,0,1,1,436,140,77429
89.07,2010,2,2,3,1,0,0,0,5000,62,53890
73.8,2009,2,1,2,1,0,1,0,5000,33,33875
89,2014,2,2,3,2,0,1,1,5000,61,43820
43.78,1991,1,1,1,1,1,0,1,379,11,60530
139.5,2005,3,2,2,2,0,1,1,5000,63,49104
181,2018,5,2,2,1,0,1,0,323,40,82873
113.1,2010,3,2,2,1,0,1,1,5000,30,53050
42,1990,1,1,2,1,0,1,1,440,26,45000
70.45,1998,2,1,2,1,0,1,1,680,2,66714
88,2008,2,2,1,2,0,1,1,5000,39,25000
59.55,2009,1,1,3,1,0,1,0,5000,33,26029
84.9,2005,2,2,2,2,0,1,0,754,54,50648
226.17,2004,5,2,1,1,0,1,1,1086,79,85334
120,2008,3,2,1,1,0,1,0,5000,29,23333
95,2012,3,2,1,1,0,0,0,5000,68,17053
112,2018,4,2,2,1,0,1,0,5000,7,8571
77.5,1998,2,1,3,1,0,1,1,632,108,35484
72.2,1996,3,1,3,1,1,0,1,724,42,45706
60.95,2008,1,2,1,1,0,0,1,242,121,103035
61.39,1995,2,1,1,1,0,1,0,526,71,50497
376.17,2014,4,3,3,2,0,0,0,337,13,217987
160,2008,3,2,3,1,0,1,1,325,86,84375
159.88,2008,3,2,3,1,1,0,1,670,84,100075
142.27,2004,3,2,2,1,0,1,0,471,131,94890
95,2004,3,2,1,1,0,1,1,5000,65,50526
66,1999,2,1,1,1,0,1,0,741,44,43182
88.7,2011,3,2,2,2,0,1,0,5000,12,40586
75,2010,2,2,2,2,0,1,1,5000,39,28667
72,1995,2,1,1,1,0,1,0,722,54,38194
63.25,2009,1,1,2,1,1,0,1,5000,59,43478
56.38,2004,2,1,2,1,0,1,0,5000,156,51259
57,2001,2,1,1,2,0,0,1,1126,21,68947
125.43,2000,3,2,3,1,1,0,0,488,37,66172
168,2009,4,2,2,2,1,0,1,487,54,66667
320.65,2009,4,2,3,4,0,1,0,694,25,230251
252,2003,4,3,2,2,0,1,0,933,91,36905
173.4,2014,3,2,2,2,0,1,0,5000,61,40369
60,2006,1,1,3,1,0,0,1,5000,61,35000
90.76,2007,2,2,1,2,0,1,0,263,10,33385
71.21,1997,2,1,1,2,0,1,1,632,108,39320
134,2008,3,2,1,2,0,1,0,964,135,52239
71,1997,2,2,2,1,0,1,1,269,54,43662
125,2016,3,2,1,1,1,0,0,691,97,51200
120,2014,3,2,1,2,0,1,0,323,48,68333
189,2000,4,2,3,1,0,1,1,440,89,87302
73,2008,2,3,3,2,0,0,1,5000,112,41781
132,2017,3,2,3,2,1,0,1,1027,33,57576
113.59,2006,2,2,2,1,0,0,0,389,104,84514
105.56,1996,3,1,1,1,0,1,0,831,112,35809
44,1983,2,1,2,3,0,1,0,1036,105,48864
138.63,2001,3,2,2,1,0,1,1,1054,112,36428
37.61,1992,1,1,2,1,0,1,1,746,145,49721
141,2011,3,2,1,2,0,1,0,5000,59,54610
100.3,2003,3,2,2,2,0,1,1,974,66,26919
97,2013,3,2,3,2,1,0,0,807,77,30928
256,2014,4,2,3,2,0,1,0,885,23,29297
90,2007,2,2,3,2,0,1,1,791,101,38778
90,2008,2,2,1,2,1,0,1,5000,49,45000
74,2012,2,1,2,2,0,1,0,774,9,37703
56,2007,1,1,3,1,0,1,0,832,59,35714
98.5,2002,2,2,3,2,0,1,1,920,37,62944
102.19,2008,2,2,1,1,0,0,1,325,86,88071
90.8,1995,3,1,3,2,0,1,0,795,27,61674
106,2009,3,2,3,1,1,0,1,368,33,50943
91,2008,3,2,1,1,0,1,1,1010,37,93956
69.01,1995,2,1,3,1,0,1,1,490,42,47819
137.94,2008,3,2,1,2,0,1,0,285,51,92794
73.03,2007,2,2,1,1,1,0,1,5000,112,46556
200.18,2006,3,2,3,2,0,1,0,977,25,124788
134.38,2003,3,2,2,2,0,1,1,321,42,84090
142.95,2015,3,2,3,1,1,0,0,5000,112,60161
146.75,2005,3,2,1,2,0,0,0,647,104,104600
87.72,2016,2,2,3,2,0,0,1,5000,128,43320
77.98,2006,2,2,2,2,0,1,1,5000,61,36548
54.8,1996,2,1,2,1,0,1,1,5000,71,52007
85.05,2010,2,2,2,1,0,0,1,5000,59,41152
73,2008,1,2,3,1,0,0,1,1152,102,36301
55.22,2005,1,1,2,1,0,1,1,5000,112,26983
35.6,1988,1,1,2,1,0,1,1,197,118,74719
53,1994,2,1,1,2,0,1,0,582,103,44340
37.32,1985,1,1,3,1,0,1,1,5000,94,50911
34.5,1985,1,0,3,1,0,1,1,321,44,47826
130,1999,3,2,2,2,0,1,1,217,126,63692
223.5,2005,4,2,3,1,0,1,1,440,89,98434
114.15,1997,3,2,1,1,0,1,1,5000,40,49934
114,1998,3,2,3,2,0,1,0,1061,25,52632
66.2,1993,2,1,1,1,0,1,1,1100,26,43202
78,2016,2,2,2,2,0,1,0,5000,61,26026
106.5,1996,3,2,2,1,0,0,0,5000,71,51643
44.33,1987,2,1,1,1,0,1,1,678,44,57523
116.19,1999,3,2,2,1,0,1,0,813,120,59385
59,2014,1,1,2,2,0,1,0,5000,33,32203
35,2014,1,1,1,1,0,0,1,5000,80,82857
75.32,1999,2,1,2,2,0,1,1,512,42,76341
87.2,2004,2,2,1,1,0,1,1,227,44,69954
70,1995,2,1,2,1,0,1,0,334,67,47857
65,2008,2,1,2,2,0,1,1,974,66,28462
143.09,2005,3,2,1,1,0,1,0,512,34,59753
113,2005,3,2,2,2,0,1,1,5000,41,66372
159.3,2011,4,2,2,2,0,1,0,1044,17,84746
78,2012,2,2,3,2,1,0,0,1130,70,28205
188,2004,4,2,3,1,1,0,1,1086,79,98404
109.37,2012,2,2,1,1,1,0,1,666,49,81375
145.5,2005,4,2,3,4,0,1,0,254,24,51546
115,2011,3,2,2,1,0,1,0,169,40,47826
73.65,2017,2,2,2,1,0,0,0,5000,7,7576
107.38,2009,2,2,2,2,0,1,1,5000,22,30732
119.11,2007,2,2,3,1,0,1,0,903,89,83788
75,2016,2,1,3,1,0,1,1,5000,61,47333
90,1996,3,1,1,1,1,0,1,1011,112,31667
39,1991,1,1,2,1,0,1,0,809,27,56410
162.77,2005,4,2,2,1,0,0,1,5000,123,30104
104.35,2005,3,2,3,1,0,1,0,855,116,54624
25,2010,2,1,2,2,0,1,0,5000,16,23200
33,2002,1,1,1,1,0,1,1,327,44,42424
120,2017,3,2,3,2,1,0,0,933,103,75000
